probe	gene_hg38	geneType	Composite Element REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate	gene_hg19	hg19_in_hg38	hg38_in_hg19	different_gene_annotation
cg22775000	MSANTD3-TMEFF1;TMEFF1	protein_coding	cg22775000	0.0262392535437198	TMEFF1	9	103235181	TMEFF1	TRUE	FALSE	TRUE
cg22775896	GM2A	protein_coding	cg22775896	0.0140758028861411	GM2A	5	150632248	GM2A	TRUE	TRUE	FALSE
cg22776578	CPLX2	protein_coding	cg22776578	0.591302221884148	CPLX2	5	175223497	CPLX2	TRUE	TRUE	FALSE
cg22777952	FOXB1	protein_coding	cg22777952	0.0867022626843261	FOXB1	15	60296425	FOXB1	TRUE	TRUE	FALSE
cg22778145	CLK4	protein_coding	cg22778145	NA	CLK4	5	178054469	CLK4	TRUE	TRUE	FALSE
cg22778180	MAPKAPK5;MAPKAPK5-AS1	protein_coding;lincRNA	cg22778180	0.0169224703041939	C12orf47;MAPKAPK5	12	112280887	C12orf47;MAPKAPK5	FALSE	FALSE	TRUE
cg22778947	FSD1L	protein_coding	cg22778947	0.0514646396164475	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22778981	ERBB2	protein_coding	cg22778981	0.108331361549426	ERBB2	17	37856133	ERBB2	TRUE	TRUE	FALSE
cg22780428	CEPT1;DRAM2	protein_coding	cg22780428	0.0292715850477635	CEPT1;DRAM2	1	111682262	CEPT1;DRAM2	TRUE	TRUE	FALSE
cg22780475	CBLC	protein_coding	cg22780475	0.456458598200404	CBLC	19	45281526	CBLC	TRUE	TRUE	FALSE
cg22781236	UBL3	protein_coding	cg22781236	0.0112725683540908	UBL3	13	30424171	UBL3	TRUE	TRUE	FALSE
cg22781397	CDK2;PMEL;RP11-973D8.4	protein_coding;antisense	cg22781397	0.0114222480525798	CDK2;SILV	12	56360787	CDK2;SILV	FALSE	FALSE	TRUE
cg22782492	VHL	protein_coding	cg22782492	NA	VHL	3	10184007	VHL	TRUE	TRUE	FALSE
cg22783258	LMO7;LMO7-AS1;RP11-29G8.3	protein_coding;antisense;processed_transcript	cg22783258	NA	LMO7	13	76194082	LMO7	TRUE	FALSE	TRUE
cg22783363	TNFRSF10D	protein_coding	cg22783363	0.0484993604430272	TNFRSF10D	8	23021553	TNFRSF10D	TRUE	TRUE	FALSE
cg22784047	AC009133.12;PAGR1;PRRT2	antisense;protein_coding	cg22784047	0.757003503205801	PRRT2	16	29824542	PRRT2	TRUE	FALSE	TRUE
cg22788223	NFYA;OARD1	protein_coding	cg22788223	0.00820796253849533	NFYA;C6orf130	6	41040659	C6orf130;NFYA	FALSE	FALSE	TRUE
cg22789545	BPIFB1	protein_coding	cg22789545	NA	C20orf114	20	31871352	C20orf114	FALSE	FALSE	TRUE
cg22791453	ASS1	protein_coding	cg22791453	0.154832959712962	ASS1	9	133319899	ASS1	TRUE	TRUE	FALSE
cg22792432	ROCK1	protein_coding	cg22792432	0.00815009494164856	ROCK1	18	18691067	ROCK1	TRUE	TRUE	FALSE
cg22792910	ANXA4	protein_coding	cg22792910	0.120704365884783	ANXA4	2	70009351	ANXA4	TRUE	TRUE	FALSE
cg22792938	AGFG1	protein_coding	cg22792938	0.0203151979757836	AGFG1	2	228337242	AGFG1	TRUE	TRUE	FALSE
cg22793458	ZBTB11;ZBTB11-AS1	protein_coding;antisense	cg22793458	0.0120785648806737	ZBTB11;LOC100009676	3	101395525	LOC100009676;ZBTB11	FALSE	FALSE	TRUE
cg22794078	SLC24A1;VWA9	protein_coding	cg22794078	0.0232181184590279	C15orf44	15	65904012	C15orf44	FALSE	FALSE	TRUE
cg22796458	UBQLN4	protein_coding	cg22796458	0.0173823489200991	UBQLN4	1	156022836	UBQLN4	TRUE	TRUE	FALSE
cg22797169	IL1RL2	protein_coding	cg22797169	0.312933752402478	IL1RL2	2	102803407	IL1RL2	TRUE	TRUE	FALSE
cg22797991	ATP10A	protein_coding	cg22797991	0.263983915891811	ATP10A	15	26108801	ATP10A	TRUE	TRUE	FALSE
cg22799132	TRPC5	protein_coding	cg22799132	0.765315647328481	TRPC5;ZCCHC16	X	111325495	TRPC5;ZCCHC16	FALSE	TRUE	TRUE
cg22799321	AC002076.10;GNGT1;TFPI2	antisense;protein_coding	cg22799321	0.65694955177314	TFPI2	7	93519621	TFPI2	TRUE	FALSE	TRUE
cg22799850	ARMC10;FBXL13	protein_coding	cg22799850	0.0486994781326742	ARMC10;FBXL13	7	102714871	ARMC10;FBXL13	TRUE	TRUE	FALSE
cg22799917	YWHAB	protein_coding	cg22799917	0.0111981197924466	YWHAB	20	43514951	YWHAB	TRUE	TRUE	FALSE
cg22800191	HPS3	protein_coding	cg22800191	0.020531796962578	HPS3	3	148847598	HPS3	TRUE	TRUE	FALSE
cg22800631	TRRAP	protein_coding	cg22800631	0.054050396921343	TRRAP	7	98476628	TRRAP	TRUE	TRUE	FALSE
cg22801690	DAO	protein_coding	cg22801690	NA	DAO	12	109274241	DAO	TRUE	TRUE	FALSE
cg22802439	UPK1A	protein_coding	cg22802439	0.52799842485385	UPK1A	19	36157825	UPK1A	TRUE	TRUE	FALSE
cg22802739	DBF4;SLC25A40	protein_coding	cg22802739	0.0241563575543204	DBF4;SLC25A40	7	87505101	DBF4;SLC25A40	TRUE	TRUE	FALSE
cg22805308	PLEKHG5	protein_coding	cg22805308	0.688241681820813	PLEKHG5	1	6579915	PLEKHG5	TRUE	TRUE	FALSE
cg22805517	C7orf25;PSMA2	protein_coding	cg22805517	0.0166233561065067	C7orf25	7	42951105	C7orf25	TRUE	FALSE	TRUE
cg22805632	KRT10;TMEM99	protein_coding	cg22805632	0.920179879748545	KRT10;TMEM99	17	38978827	KRT10;TMEM99	TRUE	TRUE	FALSE
cg22807551	MTUS1;RP11-156K13.1	protein_coding;antisense	cg22807551	0.02691604761578	MTUS1	8	17659378	MTUS1	TRUE	FALSE	TRUE
cg22807700	DNTTIP2	protein_coding	cg22807700	NA	DNTTIP2	1	94345672	DNTTIP2	TRUE	TRUE	FALSE
cg22807823	HNRNPK;RMI1	protein_coding	cg22807823	0.0300463339920275	HNRNPK;RMI1	9	86594226	HNRNPK;RMI1	TRUE	TRUE	FALSE
cg22808175	PHOSPHO1	protein_coding	cg22808175	0.0174721545377585	PHOSPHO1	17	47308389	PHOSPHO1	TRUE	TRUE	FALSE
cg22809047	AC016738.4;RPL31	antisense;protein_coding	cg22809047	0.756265793627496	RPL31	2	101618261	RPL31	TRUE	FALSE	TRUE
cg22812892	IDE	protein_coding	cg22812892	0.0100947866370437	IDE	10	94333586	IDE	TRUE	TRUE	FALSE
cg22813220	MIR4781;TCEANC2;TMEM59	miRNA;protein_coding	cg22813220	0.0167515557777423	C1orf83;TMEM59	1	54519286	C1orf83;TMEM59	FALSE	FALSE	TRUE
cg22814247	NFKBIB;SIRT2	protein_coding	cg22814247	0.0153244253293492	SIRT2;NFKBIB	19	39390451	NFKBIB;SIRT2	TRUE	TRUE	FALSE
cg22814929	BTN2A1	protein_coding	cg22814929	0.0511845651574613	BTN2A1	6	26458213	BTN2A1	TRUE	TRUE	FALSE
cg22815110	FOXD3;FOXD3-AS1	protein_coding;antisense	cg22815110	0.384357734023696	FOXD3	1	63788933	FOXD3	TRUE	FALSE	TRUE
cg22815214	ASCL5;CACNA1S	protein_coding	cg22815214	0.535937306204294	CACNA1S	1	201083145	CACNA1S	TRUE	FALSE	TRUE
cg22815534	CECR5;CECR5-AS1	protein_coding;antisense	cg22815534	NA	CECR4;CECR5	22	17646263	CECR4;CECR5	FALSE	FALSE	TRUE
cg22816171	DDX50	protein_coding	cg22816171	0.0234165705148899	DDX50	10	70660920	DDX50	TRUE	TRUE	FALSE
cg22820108	NCOR2	protein_coding	cg22820108	0.400971359589628	NCOR2	12	125003218	NCOR2	TRUE	TRUE	FALSE
cg22821324	GPM6A	protein_coding	cg22821324	0.566803738275507	GPM6A	4	176923439	GPM6A	TRUE	TRUE	FALSE
cg22821606	AAMDC;RSF1	protein_coding	cg22821606	0.0236734198241896	C11orf67;RSF1	11	77532200	C11orf67;RSF1	FALSE	FALSE	TRUE
cg22821834	GPR135;L3HYPDH	protein_coding	cg22821834	0.0148024859403981	GPR135	14	59931541	GPR135	TRUE	FALSE	TRUE
cg22821930	RBM39	protein_coding	cg22821930	0.0190837114734421	RBM39	20	34330085	RBM39	TRUE	TRUE	FALSE
cg22825487	VNN3	protein_coding	cg22825487	NA	VNN3	6	133055183	VNN3	TRUE	TRUE	FALSE
cg22825979	DLEU2;MIR3613;TRIM13	antisense;miRNA;protein_coding	cg22825979	0.0198321469411937	TRIM13;DLEU2	13	50571203	DLEU2;TRIM13	TRUE	FALSE	TRUE
cg22826936	RP11-78O7.3;ULK2	lincRNA;protein_coding	cg22826936	0.0100902918656014	ULK2	17	19770443	ULK2	TRUE	FALSE	TRUE
cg22827290	AC135048.13;ORAI3	processed_transcript;protein_coding	cg22827290	0.011500363335259	ORAI3	16	30960753	ORAI3	TRUE	FALSE	TRUE
cg22827524	FAM177B	protein_coding	cg22827524	NA	FAM177B	1	222910746	FAM177B	TRUE	TRUE	FALSE
cg22827640	HPCAL4;PPIE	protein_coding	cg22827640	0.00742633528658709	HPCAL4	1	40157125	HPCAL4	TRUE	FALSE	TRUE
cg22828602	CADPS2;RNF133	protein_coding	cg22828602	0.756446532349133	CADPS2;RNF133	7	122338579	CADPS2;RNF133	TRUE	TRUE	FALSE
cg22828804	FASTKD5;UBOX5	protein_coding	cg22828804	0.0107402021628692	UBOX5;FASTKD5	20	3140466	FASTKD5;UBOX5	TRUE	TRUE	FALSE
cg22830590	CIR1;SCRN3	protein_coding	cg22830590	0.0248400413238941	CIR1;SCRN3	2	175260396	CIR1;SCRN3	TRUE	TRUE	FALSE
cg22830895	CRYGN	protein_coding	cg22830895	0.209717530775745	CRYGN	7	151137476	CRYGN	TRUE	TRUE	FALSE
cg22831263	SPG11	protein_coding	cg22831263	0.0171644056451642	SPG11	15	44955512	SPG11	TRUE	TRUE	FALSE
cg22831514	HSD17B11	protein_coding	cg22831514	NA	HSD17B11	4	88312706	HSD17B11	TRUE	TRUE	FALSE
cg22832044	CDH1	protein_coding	cg22832044	0.0517878442659584	CDH1	16	68771999	CDH1	TRUE	TRUE	FALSE
cg22833027	CHRD;EIF2B5	protein_coding	cg22833027	NA	CHRD	3	184098790	CHRD	TRUE	FALSE	TRUE
cg22833175	C12orf60;WBP11	protein_coding	cg22833175	0.675836557794174	WBP11;C12orf60	12	14957520	C12orf60;WBP11	TRUE	TRUE	FALSE
cg22833292	RPS6KA4	protein_coding	cg22833292	0.0335441700754051	RPS6KA4	11	64126806	RPS6KA4	TRUE	TRUE	FALSE
cg22835805	CASK;GPR34	protein_coding	cg22835805	0.672170660854264	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22836132	LONRF1	protein_coding	cg22836132	0.893650685409484	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22836153	LOX	protein_coding	cg22836153	0.0657240462483241	LOX	5	121412702	LOX	TRUE	TRUE	FALSE
cg22836229	EFCAB1	protein_coding	cg22836229	0.766666405629327	EFCAB1	8	49647717	EFCAB1	TRUE	TRUE	FALSE
cg22836370	MBD2	protein_coding	cg22836370	0.0215533822609447	MBD2	18	51751085	MBD2	TRUE	TRUE	FALSE
cg22836470	TMEM119	protein_coding	cg22836470	0.479639414137518	TMEM119	12	108991777	TMEM119	TRUE	TRUE	FALSE
cg22837289	ITFG2;RP4-816N1.6	protein_coding;antisense	cg22837289	0.0158931086365	ITFG2	12	2921745	ITFG2	TRUE	FALSE	TRUE
cg22838674	PROSC	protein_coding	cg22838674	0.00824532067164379	PROSC	8	37619818	PROSC	TRUE	TRUE	FALSE
cg22841169	YPEL5	protein_coding	cg22841169	0.02210432317936	YPEL5	2	30369455	YPEL5	TRUE	TRUE	FALSE
cg22842233	RP11-484M3.5;UPK1B	protein_coding	cg22842233	0.920245065342534	UPK1B	3	118892068	UPK1B	TRUE	FALSE	TRUE
cg22843446	CLMP;CTD-2216M2.1	protein_coding;antisense	cg22843446	0.476131457259475	ASAM	11	123066252	ASAM	FALSE	FALSE	TRUE
cg22844623	GJC2;GUK1	protein_coding	cg22844623	0.828893776848229	GJC2;GUK1	1	228336130	GJC2;GUK1	TRUE	TRUE	FALSE
cg22845362	ANAPC4	protein_coding	cg22845362	0.00967399341006325	ANAPC4	4	25378974	ANAPC4	TRUE	TRUE	FALSE
cg22851319	PLCG1;PLCG1-AS1	protein_coding;antisense	cg22851319	0.0333805465734629	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22853986	TRMT12	protein_coding	cg22853986	0.0229496990886021	TRMT12	8	125463310	TRMT12	TRUE	TRUE	FALSE
cg22854223	CD82	protein_coding	cg22854223	NA	CD82	11	44586505	CD82	TRUE	TRUE	FALSE
cg22854546	WDR33	protein_coding	cg22854546	0.0130218562732206	WDR33	2	128568196	WDR33	TRUE	TRUE	FALSE
cg22855405	RP11-73M7.1;TINAGL1	antisense;protein_coding	cg22855405	0.0388963357556308	TINAGL1	1	32042037	TINAGL1	TRUE	FALSE	TRUE
cg22857604	RASSF5	protein_coding	cg22857604	NA	RASSF5	1	206730695	RASSF5	TRUE	TRUE	FALSE
cg22857957	FMO5;RP11-337C18.10	protein_coding;processed_transcript	cg22857957	0.0360366731797026	FMO5	1	146697082	FMO5	TRUE	FALSE	TRUE
cg22858288	SLC22A18	protein_coding	cg22858288	0.753139356386787	SLC22A18	11	2930322	SLC22A18	TRUE	TRUE	FALSE
cg22858308	HIVEP2	protein_coding	cg22858308	0.50793153383402	HIVEP2	6	143095613	HIVEP2	TRUE	TRUE	FALSE
cg22858728	MPP1	protein_coding	cg22858728	0.0475679376421654	MPP1	X	154034149	MPP1	TRUE	TRUE	FALSE
cg22858861	ATP5A1;HAUS1	protein_coding	cg22858861	0.0190840099196361	ATP5A1;HAUS1	18	43684144	ATP5A1;HAUS1	TRUE	TRUE	FALSE
cg22861316	FABP6	protein_coding	cg22861316	0.664759499182602	FABP6	5	159656660	FABP6	TRUE	TRUE	FALSE
cg22862656	SCGB2A2	protein_coding	cg22862656	0.809594912057875	SCGB2A2	11	62037659	SCGB2A2	TRUE	TRUE	FALSE
cg22863122	DUSP7	protein_coding	cg22863122	0.0102033030459665	DUSP7	3	52090142	DUSP7	TRUE	TRUE	FALSE
cg22864416	CCNJ;ENTPD1-AS1	protein_coding;antisense	cg22864416	0.0128529292399646	CCNJ	10	97803525	CCNJ	TRUE	FALSE	TRUE
cg22867063	NLRP14;ZNF214	protein_coding	cg22867063	0.0302572773071325	ZNF214;NLRP14	11	7041549	NLRP14;ZNF214	TRUE	TRUE	FALSE
cg22870256	FDFT1;RP11-297N6.4	protein_coding;lincRNA	cg22870256	0.0171042506946836	FDFT1	8	11660209	FDFT1	TRUE	FALSE	TRUE
cg22870280	BCL2L10	protein_coding	cg22870280	0.912524008076856	BCL2L10	15	52404029	BCL2L10	TRUE	TRUE	FALSE
cg22873668	CXorf56	protein_coding	cg22873668	0.360260147392301	CXorf56	X	118699347	CXorf56	TRUE	TRUE	FALSE
cg22873892	COPS2;GALK2;NDUFAF4P1	protein_coding;processed_pseudogene	cg22873892	NA	GALK2;COPS2	15	49447651	COPS2;GALK2	TRUE	FALSE	TRUE
cg22874046	CTD-2369P2.5;ICAM1	antisense;protein_coding	cg22874046	0.00735712917090967	ICAM1	19	10381763	ICAM1	TRUE	FALSE	TRUE
cg22874560	TBC1D22B;TMEM217	protein_coding	cg22874560	0.018576452877796	TMEM217;TBC1D22B	6	37225361	TBC1D22B;TMEM217	TRUE	TRUE	FALSE
cg22874695	SLC20A2;SMIM19	protein_coding	cg22874695	0.0115114115501832	C8orf40;SLC20A2	8	42397328	C8orf40;SLC20A2	FALSE	FALSE	TRUE
cg22874960	KIAA0430;NDE1	protein_coding	cg22874960	0.0214626960441234	NDE1;KIAA0430	16	15737314	KIAA0430;NDE1	TRUE	TRUE	FALSE
cg22875391	TPRG1	protein_coding	cg22875391	0.87932059565671306	TPRG1	3	188889999	TPRG1	TRUE	TRUE	FALSE
cg22876908	DGKA;WIBG	protein_coding	cg22876908	0.174445084461108	DGKA	12	56325149	DGKA	TRUE	FALSE	TRUE
cg22878324	PURB;RP4-673M15.1	protein_coding;antisense	cg22878324	0.0175133746233832	PURB	7	44925316	PURB	TRUE	FALSE	TRUE
cg22879289	NA	.	cg22879289	NA	NA	1	236237743	NA	TRUE	TRUE	FALSE
cg22879515	BTG4;MIR34B;MIR34C	protein_coding;miRNA	cg22879515	0.643429309291532	MIR34B;BTG4;MIR34C	11	111383515	BTG4;MIR34B;MIR34C	TRUE	TRUE	FALSE
cg22880820	ARHGEF39	protein_coding	cg22880820	0.0501003005753254	C9orf100	9	35665522	C9orf100	FALSE	FALSE	TRUE
cg22881914	NID2	protein_coding	cg22881914	0.761664435236815	NID2	14	52536147	NID2	TRUE	TRUE	FALSE
cg22882178	PITX3	protein_coding	cg22882178	0.307954124037903	PITX3	10	104001226	PITX3	TRUE	TRUE	FALSE
cg22884082	GJB7;SMIM8	protein_coding	cg22884082	NA	C6orf162;GJB7	6	88039023	C6orf162;GJB7	FALSE	FALSE	TRUE
cg22885821	GNAS	protein_coding	cg22885821	0.0608349195316844	GNAS	20	57465921	GNAS	TRUE	TRUE	FALSE
cg22885965	QRSL1;RTN4IP1	protein_coding	cg22885965	0.0205533424924212	QRSL1;RTN4IP1	6	107077115	QRSL1;RTN4IP1	TRUE	TRUE	FALSE
cg22886005	ILKAP	protein_coding	cg22886005	0.0261872099197284	ILKAP	2	239112570	ILKAP	TRUE	TRUE	FALSE
cg22886089	SCG3	protein_coding	cg22886089	0.173173425320902	SCG3	15	51973591	SCG3	TRUE	TRUE	FALSE
cg22889448	EMR1	protein_coding	cg22889448	0.25877045616851	EMR1	19	6886962	EMR1	TRUE	TRUE	FALSE
cg22889570	RP5-855D21.3;RPL23AP53;ZNF596	sense_intronic;transcribed_processed_pseudogene;protein_coding	cg22889570	0.0104962761304069	ZNF596;RPL23AP53	8	182684	RPL23AP53;ZNF596	TRUE	FALSE	TRUE
cg22892110	MAPK15	protein_coding	cg22892110	0.0612717168054547	MAPK15	8	144798631	MAPK15	TRUE	TRUE	FALSE
cg22892237	AC007773.2;DPY19L3	antisense;protein_coding	cg22892237	0.0205306838559929	DPY19L3	19	32895911	DPY19L3	TRUE	FALSE	TRUE
cg22892904	CBX2	protein_coding	cg22892904	0.163466179304108	CBX2	17	77751089	CBX2	TRUE	TRUE	FALSE
cg22898761	NA	.	cg22898761	0.727942232953127	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22899145	NA	.	cg22899145	0.956987120473431	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22901146	GUCY2F	protein_coding	cg22901146	0.80871773070694	GUCY2F	X	108725107	GUCY2F	TRUE	TRUE	FALSE
cg22901840	DIRAS3;GNG12-AS1	protein_coding;antisense	cg22901840	0.771574924138857	DIRAS3	1	68512777	DIRAS3	TRUE	FALSE	TRUE
cg22902083	CNN2	protein_coding	cg22902083	0.0393669906622918	CNN2	19	1026642	CNN2	TRUE	TRUE	FALSE
cg22903365	FAM179B;KLHL28	protein_coding	cg22903365	0.0136373584539919	KLHL28;FAM179B	14	45431297	FAM179B;KLHL28	TRUE	TRUE	FALSE
cg22903370	IDH3G;SSR4	protein_coding	cg22903370	NA	IDH3G;SSR4	X	153058860	IDH3G;SSR4	TRUE	TRUE	FALSE
cg22905097	EPSTI1	protein_coding	cg22905097	0.0185200579688917	EPSTI1	13	43566401	EPSTI1	TRUE	TRUE	FALSE
cg22905968	CTC-492K19.7;SERTAD1	lincRNA;protein_coding	cg22905968	0.0259077706296322	SERTAD1	19	40931262	SERTAD1	TRUE	FALSE	TRUE
cg22906389	CASP7	protein_coding	cg22906389	0.0123598466090546	CASP7	10	115438910	CASP7	TRUE	TRUE	FALSE
cg22907065	RHOA;TCTA	protein_coding	cg22907065	0.01252899214009	RHOA;TCTA	3	49449503	RHOA;TCTA	TRUE	TRUE	FALSE
cg22908581	CD4	protein_coding	cg22908581	0.138432656674982	CD4	12	6898975	CD4	TRUE	TRUE	FALSE
cg22909609	ITGBL1	protein_coding	cg22909609	0.183853989797501	ITGBL1	13	102105440	ITGBL1	TRUE	TRUE	FALSE
cg22909962	RPL7L1	protein_coding	cg22909962	0.0209307629743492	RPL7L1	6	42847910	RPL7L1	TRUE	TRUE	FALSE
cg22913584	SSBP2	protein_coding	cg22913584	0.00548295900938817	SSBP2	5	81046758	SSBP2	TRUE	TRUE	FALSE
cg22915732	CLVS1;RP11-787D18.2	protein_coding;antisense	cg22915732	0.580526432321014	CLVS1	8	62200518	CLVS1	TRUE	FALSE	TRUE
cg22916109	IREB2	protein_coding	cg22916109	0.0132637312390967	IREB2	15	78730334	IREB2	TRUE	TRUE	FALSE
cg22917082	TXLNG	protein_coding	cg22917082	0.0120152560361838	CXorf15	X	16804636	CXorf15	FALSE	FALSE	TRUE
cg22917487	CX3CR1	protein_coding	cg22917487	NA	CX3CR1	3	39322103	CX3CR1	TRUE	TRUE	FALSE
cg22918700	FITM1;RP11-468E2.6	protein_coding	cg22918700	0.821678861593571	FITM1	14	24600067	FITM1	TRUE	FALSE	TRUE
cg22919370	HIST1H3I	protein_coding	cg22919370	0.0406116317433198	HIST1H3I	6	27840212	HIST1H3I	TRUE	TRUE	FALSE
cg22919728	CHST13	protein_coding	cg22919728	0.230547487120192	CHST13	3	126242490	CHST13	TRUE	TRUE	FALSE
cg22920417	AC034110.1	lincRNA	cg22920417	0.0949010232353377	NA	18	74401671	NA	TRUE	FALSE	TRUE
cg22920538	HECTD3;UROD	protein_coding	cg22920538	0.0152489891036655	UROD;HECTD3	1	45476463	HECTD3;UROD	TRUE	TRUE	FALSE
cg22920873	C7orf55;C7orf55-LUC7L2;LUC7L2	protein_coding	cg22920873	0.0105683200801384	C7orf55	7	139025153	C7orf55	TRUE	FALSE	TRUE
cg22925006	ATP6V1C1;KB-1639H6.2	protein_coding;antisense	cg22925006	0.0318126524429638	ATP6V1C1	8	104033618	ATP6V1C1	TRUE	FALSE	TRUE
cg22925639	AC018890.6;CHRNA1	antisense;protein_coding	cg22925639	0.928124810929734	CHRNA1	2	175628739	CHRNA1	TRUE	FALSE	TRUE
cg22926560	C4BPB;PFKFB2;YOD1	protein_coding	cg22926560	0.0238948782753206	PFKFB2	1	207226769	PFKFB2	TRUE	FALSE	TRUE
cg22927043	NPPB	protein_coding	cg22927043	0.283852007925732	NPPB	1	11919699	NPPB	TRUE	TRUE	FALSE
cg22927134	CHRM5	protein_coding	cg22927134	0.487196214906087	CHRM5	15	34349252	CHRM5	TRUE	TRUE	FALSE
cg22927153	MAP2K5;RP11-502I4.3	protein_coding;lincRNA	cg22927153	0.0212732448500113	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22930187	ARTN	protein_coding	cg22930187	0.400369052230392	ARTN	1	44398959	ARTN	TRUE	TRUE	FALSE
cg22931889	TUBB1	protein_coding	cg22931889	0.927981551952511	NA	NA	0	NA	TRUE	FALSE	TRUE
cg22932215	COPS7B;PDE6D	protein_coding	cg22932215	0.0374730469749925	COPS7B	2	232651635	COPS7B	TRUE	FALSE	TRUE
cg22932819	GPNMB	protein_coding	cg22932819	0.924299459429585	GPNMB	7	23285742	GPNMB	TRUE	TRUE	FALSE
cg22933847	MRGPRF;MRGPRF-AS1	protein_coding;antisense	cg22933847	0.566723355501842	MRGPRF	11	68780136	MRGPRF	TRUE	FALSE	TRUE
cg22936016	FSIP1;RP11-37C7.1;RP11-37C7.3	protein_coding;processed_transcript;antisense	cg22936016	0.0456747125581479	FSIP1	15	40075187	FSIP1	TRUE	FALSE	TRUE
cg22937320	FAM154A	protein_coding	cg22937320	0.887413352015568	FAM154A	9	19032778	FAM154A	TRUE	TRUE	FALSE
cg22937804	PRR30	protein_coding	cg22937804	0.418475143197432	C2orf53	2	27361879	C2orf53	FALSE	FALSE	TRUE
cg22938407	CEP72;RP11-310P5.1	protein_coding;antisense	cg22938407	0.0424827942740376	CEP72	5	612277	CEP72	TRUE	FALSE	TRUE
cg22939715	FAM189B	protein_coding	cg22939715	0.00929109153607265	FAM189B	1	155225375	FAM189B	TRUE	TRUE	FALSE
cg22940152	LINC00176;ZNF512B	lincRNA;protein_coding	cg22940152	0.300949552365101	NCRNA00176	20	62669102	NCRNA00176	FALSE	FALSE	TRUE
cg22940789	DCLK1	protein_coding	cg22940789	0.109442432093813	DCLK1	13	36704709	DCLK1	TRUE	TRUE	FALSE
cg22940988	AAGAB	protein_coding	cg22940988	0.90233789105728	AAGAB	15	67538446	AAGAB	TRUE	TRUE	FALSE
cg22941086	C12orf40	protein_coding	cg22941086	0.882750447552095	C12orf40	12	40019883	C12orf40	TRUE	TRUE	FALSE
cg22946150	SH3GL3	protein_coding	cg22946150	0.717800748636703	SH3GL3	15	84116107	SH3GL3	TRUE	TRUE	FALSE
cg22946876	RASSF8;RASSF8-AS1	protein_coding;antisense	cg22946876	0.127607011864539	RASSF8	12	26111213	RASSF8	TRUE	FALSE	TRUE
cg22947000	BCO1	protein_coding	cg22947000	0.0768918749384493	BCMO1	16	81272281	BCMO1	FALSE	FALSE	TRUE
cg22949637	PRPF38B	protein_coding	cg22949637	0.0143426610747158	PRPF38B	1	109234813	PRPF38B	TRUE	TRUE	FALSE
cg22950347	NHLRC3;PROSER1	protein_coding	cg22950347	0.0105908383029919	C13orf23;NHLRC3	13	39611764	C13orf23;NHLRC3	FALSE	FALSE	TRUE
cg22950391	ZKSCAN8	protein_coding	cg22950391	0.041649844463172	ZNF192	6	28109938	ZNF192	FALSE	FALSE	TRUE
cg22951794	NA	.	cg22951794	0.593566919311117	NA	NA	0	NA	TRUE	TRUE	FALSE
cg22954265	NA	.	cg22954265	0.789705018675664	NA	20	29520583	NA	TRUE	TRUE	FALSE
cg22954818	APOBEC3A	protein_coding	cg22954818	0.777687428590954	APOBEC3A	22	39354115	APOBEC3A	TRUE	TRUE	FALSE
cg22956254	GDF3	protein_coding	cg22956254	NA	GDF3	12	7848647	GDF3	TRUE	TRUE	FALSE
cg22956315	TTC1	protein_coding	cg22956315	0.0115139291956628	TTC1	5	159435973	TTC1	TRUE	TRUE	FALSE
cg22956483	IGF2;INS-IGF2	protein_coding	cg22956483	0.575578367324467	INS-IGF2;IGF2	11	2154432	IGF2;INS-IGF2	TRUE	TRUE	FALSE
cg22956956	TFRC	protein_coding	cg22956956	0.0370012946048207	TFRC	3	195809355	TFRC	TRUE	TRUE	FALSE
cg22957381	KCND3;RP11-88H9.2	protein_coding;lincRNA	cg22957381	0.490111026249483	KCND3	1	112532078	KCND3	TRUE	FALSE	TRUE
cg22959932	SSUH2	protein_coding	cg22959932	0.728093088955497	C3orf32	3	8693706	C3orf32	FALSE	FALSE	TRUE
cg22960185	SMIM7;TMEM38A	protein_coding	cg22960185	0.0149227349827752	TMEM38A	19	16772516	TMEM38A	TRUE	FALSE	TRUE
cg22960284	PYGL	protein_coding	cg22960284	NA	PYGL	14	51411624	PYGL	TRUE	TRUE	FALSE
cg22960501	IKBKB;RP11-231D20.2	protein_coding;antisense	cg22960501	0.0123329513681125	IKBKB	8	42128498	IKBKB	TRUE	FALSE	TRUE
cg22960952	C4orf26	protein_coding	cg22960952	0.263189907614335	C4orf26	4	76481169	C4orf26	TRUE	TRUE	FALSE
cg22963452	IFITM1;IFITM2	protein_coding	cg22963452	NA	IFITM1	11	312766	IFITM1	TRUE	FALSE	TRUE
cg22967016	MICAL2	protein_coding	cg22967016	0.0280236650447382	MICAL2	11	12131739	MICAL2	TRUE	TRUE	FALSE
