Hybridization REF	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05
cg21163415	0.249515371522745	EDN3	20	57876201
cg21164303	0.0849913697174603	TMED3	15	79603277
cg21165219	0.907470440892814	FAM38B	18	10698044
cg21165909	NA	CPS1	2	211419938
cg21166555	0.0131329586051743	NA	NA	0
cg21166999	0.423041633192968	ROS1	6	117746793
cg21167159	0.866302034199882	H19;MIR675	11	2018154
cg21168622	0.480875615546117	ZNF350	19	52489831
cg21168884	0.772544379245632	C6orf122;C6orf208	6	170198971
cg21169285	0.911851877521321	MAPK9	5	179707665
cg21171130	0.0071151150650473	FAM158A	14	24610583
cg21171373	0.0159811647428634	WDR5B	3	122134914
cg21171615	0.381631982186316	NA	NA	0
cg21172540	0.0454785700324093	LOC100128071;TSSK3	1	32827840
cg21173623	0.0240938927341359	TMEM141	9	139685156
cg21176048	0.338911626381073	PEX5L	3	179755235
cg21177096	0.0109617732498875	MATN3	2	20212440
cg21178548	0.0297603394216979	SAMD14	17	48207167
cg21179457	0.292481116790426	INSM2	14	36002798
cg21180599	0.294560022986004	TLE6	19	2976789
cg21182322	0.0156184112174528	POU2F1	1	167189623
cg21182407	0.0392504354421104	BPHL	6	3119541
cg21182454	0.0156184960511599	MERTK	2	112656262
cg21183846	0.0400759787756515	FMO4	1	171283203
cg21183872	0.0431870848283653	LONRF3	X	118108506
cg21184011	NA	ZC3H18	16	88636102
cg21184174	0.615366778072067	NGF	1	115881214
cg21184495	0.0213872894176181	ZNF207;MIR632	17	30677090
cg21185421	0.00693379051281069	PIP5K1B;FAM122A	9	71394810
cg21187265	0.0552153680194648	SEPN1	1	26127185
cg21194776	0.727872882672879	USP54	10	75314128
cg21195120	0.0756043726003545	MBTPS2	X	21858304
cg21195414	0.130430814986818	ELOVL5	6	53213871
cg21196187	0.0150667591086193	PSKH1	16	67926862
cg21197871	0.135635885274944	C8orf38	8	96036803
cg21197973	0.0195799728410114	P4HTM	3	49027347
cg21198021	0.860017597675389	PHC2	1	33841581
cg21200380	0.0218118991429708	C1QBP	17	5342446
cg21200703	0.339379657330163	SLC34A2	4	25657628
cg21201109	NA	KANK2	19	11307090
cg21201572	0.19208809191557	AGR2	7	16844606
cg21201659	0.0184487928283693	SEC23IP	10	121652288
cg21203420	0.019160731719919	BRWD1	21	40684731
cg21206959	0.0174690237076122	ZWINT	10	58120759
cg21207418	0.853600037643941	ACP5	19	11688711
cg21207436	0.673321142613192	C14orf115	14	74815316
cg21208104	0.0290234249899995	PRSS12	4	119273361
cg21209091	0.0619803394618812	DKK4	8	42234975
cg21209356	0.819779288916921	CSF2RB	22	37319042
cg21210758	0.677536819197826	EVC	4	5713005
cg21210789	0.216258963091085	BAI1	8	143545390
cg21211608	0.00997769091981631	RAP1B	12	69004270
cg21211748	0.023287804379616	E2F2	1	23858035
cg21212066	0.0188211866474154	GLG1	16	74640816
cg21212956	0.0169461627972582	ZDHHC4	7	6617294
cg21215336	0.133726946897959	LRRC8E	19	7953705
cg21218093	0.0182916176230599	ZNF335	20	44600160
cg21218636	0.0139646766552072	PCTP	17	53828515
cg21219744	0.0148503350944541	GUF1	4	44680344
cg21222430	0.0205104006173093	CDKN1A	6	36647664
cg21223353	0.960083571457017	ANGPTL7;MTOR	1	11249539
cg21223368	0.0108128920500456	IDH3A	15	78441812
cg21224049	0.249636291125442	ATP5I	4	668623
cg21224759	0.0799956094115721	PIN4	X	71401335
cg21226224	0.790539700790301	NA	NA	0
cg21226225	0.0633508183722801	TXNRD1	12	104680742
cg21226234	0.945223537261149	RECQL4;LRRC14	8	145741991
cg21226861	0.0103673945888491	COMMD3	10	22605339
cg21228284	0.022551675922453	TXNL4B;DHX38	16	72127518
cg21229055	0.655256338750537	GPM6B	X	13957233
cg21229859	0.0320023963942197	MYEF2	15	48469952
cg21230133	0.786453829771563	NA	NA	0
cg21230392	0.927135204972387	PROM1	4	16077697
cg21230435	0.946552938946461	OPN1SW	7	128416023
cg21232015	0.858423049634128	CHFR	12	133424221
cg21232685	0.930225654649123	GPRASP1	X	101909064
cg21233722	0.70429366360107	DOCK2	5	169064660
cg21235838	0.00878913469149641	SORBS1	10	97321106
cg21237418	0.723416370825898	RAB34	17	27045043
cg21237591	0.606598469933783	IGF2AS;INS-IGF2;IGF2	11	2162510
cg21238457	0.0275502043189586	WNT11	11	75917353
cg21238818	0.669321884044587	GAL3ST3	11	65816642
cg21240812	NA	TSNARE1	8	143483748
cg21241823	0.579676251292534	PRDM15	21	43300024
cg21242004	0.916809895072906	VTI1A;ZDHHC6	10	114205622
cg21243096	0.596211562430731	NA	NA	0
cg21243909	0.0120178184562559	RCC2	1	17766223
cg21244397	NA	MASTL	10	27444898
cg21244955	0.89845654734148	PI4KA	22	21192955
cg21245135	0.0318017378304097	PGAM1	10	99186516
cg21245372	0.27902087119804	PGAP2;NUP98	11	3819539
cg21245652	0.609630088839164	MAL	2	95691051
cg21246431	0.0108687711512747	GK5	3	141944516
cg21246783	0.355428258612922	CLGN	4	141348699
cg21248478	0.0818327399786088	CLIC2	X	154563968
cg21248774	0.0154351813249903	SFPQ	1	35658951
cg21250296	0.114459658973832	HIST1H2BB;HIST1H3C	6	26044405
cg21250577	0.0226985963661277	ETFA	15	76603657
cg21250978	0.43521432536396	PRKAR2B	7	106684541
cg21252483	0.759463312102985	TULP2	19	49399788
cg21255605	0.0567611455720963	NR2C2	3	14989131
cg21255626	0.0133635875069955	UQCRFS1	19	29704222
cg21255732	0.00921495501559876	GPD1L	3	32148497
cg21256649	0.0583659679440293	PRKAR1A	17	66507610
cg21256656	0.871374460029161	KLK6	19	51473823
cg21257635	0.0287615568105007	SYF2	1	25558918
cg21258987	0.895940596271281	GSPT2	X	51485834
cg21259253	0.0158476995311468	PHLDA2	11	2950092
cg21260850	0.0169794661306861	CANT1	17	77005823
cg21261477	0.0352455783628593	CABC1	1	227127707
cg21262854	0.0146294098399327	CCDC132	7	92861612
cg21263122	0.0367430770805963	SSTR1	14	38677095
cg21263196	0.0187844416969933	BCAM	19	45311997
cg21264055	0.494861460661366	GNL1;PRR3	6	30523242
cg21264207	0.0149673980389482	EGR2	10	64576130
cg21264329	0.0247329314622905	LYRM2	6	90348123
cg21265783	0.0281490021382989	CLIP2	7	73704324
cg21269897	0.376969117096245	HIST1H2BK;HIST1H4I	6	27107002
cg21269934	0.316629293595169	NAT8L	4	2060219
cg21270015	0.906347874555944	LARP7	4	113567813
cg21270593	0.98834776426129	PEG10	7	94293250
cg21271753	0.562014180977661	TMPRSS6	22	37499451
cg21272774	0.545773780795787	HOXC9	12	54393725
cg21273029	0.102415057993008	UST	6	149068556
cg21273098	0.00814063703749263	SMPD2;PPIL6	6	109762418
cg21273125	0.0157707075022778	ABHD2	15	89631790
cg21274025	0.810144548052958	PLA2G3	22	31535981
cg21274570	0.387983945271489	CCL25	19	8117671
cg21275690	0.39181324667929	HCFC1R1;THOC6	16	3072970
cg21277505	0.953521310503557	C19orf63;FAM71E1	19	50978348
cg21279601	0.737058244272195	DRD5	4	9782931
cg21279865	0.824917090470606	FAM106A	17	18430908
cg21279955	0.0927050252487533	SLC27A3	1	153747551
cg21280384	0.0252691069235273	RPF1	1	84945307
cg21280510	0.663560310761154	NT5C1A	1	40137089
cg21281001	0.00642680734501913	CTSB	8	11725306
cg21281799	0.351050139200881	DYRK2	12	68041322
cg21282997	0.267318455177493	IL18RAP	2	103035835
cg21283680	NA	SH3BP5	3	15384005
cg21284636	0.0381937938342232	PIN4	X	71401009
cg21284731	0.718521755301072	NA	NA	0
cg21284880	0.050651865767655	LHFP	13	40177740
cg21287330	0.0151997564130773	C17orf81;DULLARD	17	7154245
cg21288099	0.00881050100522111	RRAS2	11	14380330
cg21289015	0.0423765175123031	USH1C	11	17566048
cg21289924	0.00886624926165195	EIF3A	10	120839943
cg21290885	0.116851779854798	TMEM47	X	34675855
cg21291896	0.0149761199292384	SLC6A6	3	14444133
cg21291985	NA	ZBTB46	20	62437035
cg21295467	0.0258670034704546	VWA5A	11	123986166
cg21295602	0.00837588956338254	NA	NA	0
cg21295911	0.0174021030254048	NA	NA	0
cg21296230	0.173424120529061	GREM1	15	33010536
cg21296602	NA	TAF1D;C11orf54	11	93476060
cg21296676	0.672805184373921	EYA4	6	133561660
cg21298523	0.0258534433033581	NUDT9	4	88343936
cg21299958	0.058937829438476	ITM2C	2	231729329
cg21300318	0.358311258425424	MIR7-3;C19orf30	19	4769206
cg21300561	0.0116237926440707	TUBA1B	12	49525534
cg21301148	0.247826087584046	MYH6	14	23878195
cg21301440	0.612747109118214	CYGB	17	74534550
cg21302727	NA	TACC2	10	123748647
cg21303011	0.0187353876106763	THRB	3	24537177
cg21303386	0.28869629168128	RGS7	1	241520311
cg21304187	0.0175458876442533	CCPG1	15	55700471
cg21305265	0.0147409673110781	KCTD9;CDCA2	8	25316571
cg21306212	0.0251444538148729	RBM26	13	79979929
cg21306218	0.00937321360401018	ZNF276;C16orf7	16	89787478
cg21306775	0.597570629435966		18	74402010
cg21307628	0.512126576525771	CCDC80	3	112360952
cg21307697	0.0160538412000106	EXOSC7;ZDHHC3	3	45017012
cg21309049	0.0131331958366235	STK17A	7	43623222
cg21309147	0.595572548109131	STAC2	17	37382234
cg21311175	0.034373887157517	HIRA	22	19418307
cg21312090	NA	TRPS1	8	116681727
cg21312148	0.583565622873738	LCE2D	1	152636074
cg21319693	0.0198480641525637	PRDX1	1	45987459
cg21319745	0.0444577871529557	UTP11L	1	38478440
cg21321735	NA	KIF1A	2	241760164
cg21321885	0.00842303225006437	NDE1	16	15744194
cg21322149	0.0132155041443994	SENP7	3	101232006
cg21324308	0.719666761987334	PROK1	1	110993852
cg21325760	NA	MAGEL2	15	23891402
cg21329628	0.0082383132363144	CD320	19	8373296
cg21330703	0.327830321497568	DRD2	11	113346388
cg21331335	0.961743896061333	KCNV2	9	2717325
cg21331821	0.618930450934949	ZSCAN1	19	58545149
cg21332946	0.00739559636360657	LIX1L	1	145476871
cg21333964	0.0255819789192696	HMBS	11	118955461
cg21335556	NA	MFSD6L	17	8703341
cg21335942	0.495703614816167	SETD6	16	58549945
cg21336547	0.011990954021815	AKAP8	19	15490553
cg21337430	0.0182488430093294	OSGEP;APEX1	14	20923471
cg21339926	0.0216524242923108	CLMN	14	95786621
cg21341271	0.0101516922312953	C7orf36	7	39605683
cg21341807	0.0156131553644885	RABL4	22	37172566
cg21342728	0.704241108880566	MCHR1	22	41075673
cg21347412	NA	STAP2	19	4339217
cg21348691	0.0161326323305278	DUS2L;DDX28	16	68057212
cg21349901	NA		7	4630518
cg21350115	0.634305617584246	CALCRL	2	188312833
cg21350283	0.0129690971430539	ACTN1	14	69445743
cg21351102	0.0151545579537909	MYL12A	18	3247294
cg21351994	0.0938926423409755	EMX1	2	73145006
cg21353232	NA	SEZ6L	22	26564879
cg21355508	NA	NDUFB11;RBM10	X	47003362
cg21358381	0.915459379179801	PPY	17	42019637
cg21359747	0.75560227065238	ALDH1A3	15	101420636
cg21360828	0.29541739002135	CENPA	2	27008380
cg21361470	0.0430129210103846	MRAP2	6	84743033
cg21363706	NA	NAT1	8	18066485
cg21363943	0.0118880455775091	SF3B4	1	149899654
cg21364150	0.0274046405457938	DUSP19	2	183943551
cg21365235	0.157319295020366	OCRL	X	128674765
cg21365602	0.0324056190362832	GBP4	1	89664407
cg21366535	0.0546334655097938	RSPH3	6	159421281
cg21366834	0.916207889677203	CCR4	3	32992158
cg21367040	0.0127351487124623	TMEM50A	1	25664857
cg21367957	0.748708690599931	F10	13	113776252
cg21368354	0.0160391481504459	CARKD	13	111267856
cg21369679	0.0259772687210724	DNAJA2	16	47007757
cg21369988	0.0690658578689539	CAPRIN2	12	30907191
cg21370143	0.935752456379375	MYBPC3	11	47374208
cg21371335	0.0313056898914258	DNAJC7;NKIRAS2	17	40170049
cg21372397	0.00788351478568761	NA	NA	0
cg21372914	0.617381624494593	CLEC4M	19	7828144
cg21373526	0.0289525716459263	RAB30	11	82782794
cg21374864	0.0273410452336254	TOR1A	9	132586569
cg21375825	0.927088656414226	LCT	2	136594646
cg21376883	0.651347106743232	ACTN2	1	236850232
cg21377793	NA	TSPAN3	15	77364519
cg21378047	0.0166604805007496	H1FX;C3orf47	3	129034659
cg21378206	0.963723715619691	IL1F5	2	113817043
cg21379008	0.0170907135669427	ATP8B2;AQP10	1	154297555
cg21379309	0.0129284321339633	C14orf147	14	34931822
cg21379816	0.0130997500744201	SRM	1	11119628
cg21380294	0.223244087730045	ZSCAN2	15	85144807
cg21380842	0.26491132013095	KCNJ6	21	39288830
cg21383720	0.00675403147997658	FAM120AOS;FAM120A	9	96214543
cg21387281	NA	OGFR	20	61435439
cg21387302	0.0350722550231479	RFX3	9	3526198
cg21388029	0.0238448983083713	CREG2	2	102003306
cg21389013	0.0125484815032647	PPM1G	2	27632056
cg21389884	0.00977405490668831	PVRL1	11	119599425
cg21391660	0.012099062750787	LLGL2	17	73522123
cg21395782	0.0221190050503164	NDUFA13;TSSK6	19	19626814
cg21395967	0.0515961564405275	TBC1D8B	X	106046174
cg21396405	0.0107648768138202	NA	NA	0
cg21399079	0.946577258613852	GPR45	2	105858139
cg21399198	0.0126341636587885	ARMC10;FBXL13	7	102715131
cg21400640	0.0817956371608808	TMSL3;TMSB4X	X	12992967
cg21400896	0.749550505786783	ABI3	17	47288569
cg21401794	0.0105845644336352	LRRC8C	1	90099060
cg21402035	0.629382391110899	GALR3	22	38219400
cg21402071	0.376542044904671	CHRNB4	15	78933902
cg21404906	0.039555401948661	XRCC5	2	216973839
cg21405195	0.915215721639352	PEG10	7	94293385
cg21406461	0.211021060968405	IFI16	1	158978957
cg21407055	0.785385981205523	ART1	11	3666483
cg21407839	0.010334286575573	DYRK1A	21	38739091
cg21409722	0.0379950511919508	AKAP1	17	55162050
cg21409833	0.919428246798646	DOCK7;ANGPTL3	1	63062724
cg21410991	0.490832987201062	ISL1	5	50678451
cg21412748	0.0138084541835075	FCHSD2	11	72852496
cg21413009	NA	DAPK2	15	64338947
cg21413251	0.0113374566070879	PIP5K1B	9	71320693
cg21414251	0.42070803822135	OR12D2	6	29364554
cg21415080	0.533634143505368	NA	NA	0
cg21415604	0.946844478087878	C4B;STK19;C4A	6	31948433
cg21415698	0.0179085966508786	EXPH5	11	108464417
cg21416022	0.0578567729080567	TTC23	15	99789661
cg21416237	0.890601411709922	FKBP10	17	39970091
cg21416602	0.0122895108723757	FAM149B1;ECD	10	74927745
cg21418052	0.158786560042652	B3GALTL	13	31773806
cg21418076	NA	LTB4R2;CIDEB	14	24777878
cg21419475	0.0136717893487511	EIF2B1;GTF2H3	12	124118052
cg21420531	0.0386141427163048	SLC5A6;C2orf28	2	27435915
cg21421501	0.0272552449490685	FTH1	11	61734205
cg21421701	0.0146872759227152	BATF3	1	212872679
cg21422208	0.0378681973740237	RFT1	3	53164667
cg21422622	0.0234415700586006	SGSM3	22	40766525
cg21424904	0.0131973244927336	GRK6	5	176853466
cg21426387	0.0350488176442582	SNN	16	11762806
cg21428681	0.522664310339464	NKX3-1	8	23540856
cg21429500	0.0152048387110802	LAP3	4	17579272
cg21430666	0.984357163046126	HIST3H3	1	228613073
cg21431091	0.0262730378955217	TMEM9	1	201124025
cg21431536	0.340209358191113	NA	NA	0
cg21432513	0.978040488562761	CHFR	12	133435770
cg21432842	0.16916789981173	CSF3	17	38171697
cg21432954	0.619885701011056	TRPC4	13	38443809
cg21433933	NA	SHROOM1	5	132163083
cg21434440	0.0219397013688517	CD2AP	6	47446198
cg21434954	NA	LCE1B	1	152783137
cg21435336	0.219176011844069	ANKLE1	19	17392852
cg21435394	0.0466430565700019	NUDT14	14	105648024
cg21438018	0.89006903074166	MSH4	1	76262537
cg21439450	0.00707784868292323	POLR2C	16	57496664
cg21440587	0.15751536985313	AIF1	6	31583458
cg21443261	0.0148801992720213	TRIM35;PTK2B	8	27169256
cg21443584	0.0157930080054505	MBIP	14	36789985
cg21448423	NA	ACOT11	1	55013956
cg21449655	0.0583482182299985	CASP9	1	15851444
cg21449843	NA	MANBAL	20	35918440
cg21450627	NA	PSD4;LOC440839	2	113930840
cg21451553	0.28814906088257	NOVA2	19	46476046
cg21452443	0.0139974198043664	NMT1;DCAKD	17	43138359
cg21452766	0.0182431671940319	CTH	1	70877088
cg21453309	0.790128560011369	FAM101A	12	124774055
cg21453677	0.0159126094284602	NA	NA	0
cg21457147	0.935878584223255	GTF2F2;KCTD4	13	45768695
cg21457804	0.842455950128253	NA	NA	0
cg21458041	0.521210015299799	TNP2	16	11364014
cg21458116	0.016252021665086	GGA1	22	38004573
cg21458907	0.160156036286362	CADPS	3	62860802
cg21459710	0.0220242556707624	CDC37	19	10514006
cg21459867	0.523991514832204	IDUA;SLC26A1	4	981492
cg21459921	0.017679614196918	ADRM1	20	60878267
cg21460081	0.42330950934142	HOXB4	17	46656012
cg21460582	NA	CSPG4	15	76005861
cg21461100	0.707665144157169	NOVA2	19	46477338
cg21462299	0.874123048975821	VGLL1	X	135614052
cg21463023	0.0235909008538055	SEC22C	3	42623862
cg21465754	0.0117342536345393	RAD51	15	40986872
cg21466821	0.723361416058777	HIPK4	19	40896173
cg21468416	0.295220147718971	NEK6	9	127019914
cg21472099	0.0149037669292963	SYAP1	X	16737680
cg21472642	0.29131567139701	CHN2	7	29233468
cg21474838	0.883803620006948	KLRD1	12	10460612
cg21475255	0.0249054737132062	DAG1	3	49507186
cg21475402	0.769632179857523	BCAN	1	156612140
cg21476940	0.182803828727357	ITLN1	1	160854954
cg21478222	0.0217194160406388	ELK4	1	205601572
cg21478437	0.385031562984969	CTSE	1	206317403
cg21478490	0.468976996386668	PROP1	5	177422991
cg21480743	0.113731453456975	KILLIN	10	89621419
cg21481775	0.240968813415482	NKX3-1	8	23539627
cg21484834	0.343670802944747	PTK6	20	62168579
cg21484964	0.943917927728447	PGBD4;C15orf24	15	34395546
cg21486659	0.0181580623815127	TMEM14B	6	10747693
cg21486954	0.0142940351459218	RUNDC3A	17	42385289
cg21487067	0.0130882490382179	MLEC	12	121124407
cg21487207	0.031058974009569	HOXC4;HOXC6;HOXC5	12	54410576
cg21488617	0.473259016507166	DNALI1	1	38022586
cg21489722	0.81112015687035	FAM9B	X	9001881
cg21489873	0.865331792959709	C9orf45	9	125877134
cg21491028	0.0207935067110388	PSMD3	17	38136817
cg21491308	NA	TEX101	19	43892826
cg21492378	0.837114724415623	CEP110	9	123850279
cg21493583	0.0463277016310792	PIGF;CRIPT	2	46842958
cg21493666	0.0497331062399968	PPME1;C2CD3	11	73882478
cg21494337	0.0396914634858066	CENPO;C2orf79	2	25015597
cg21494776	0.162186020955334	ICAM4	19	10397780
cg21495715	0.884579197787059	SLC5A10	17	18854560
cg21497439	0.360094043173028	HAPLN4	19	19373998
cg21500966	0.465158134366039	NAALAD2	11	89867976
cg21501064	0.297730448252389	SEPT6	X	118827889
cg21503093	0.0124913488384511	EMP2	16	10674468
cg21504624	0.575722603487198	IL11RA	9	34653580
cg21504918	0.063705235032297	GPX3	5	150400001
cg21505334	0.701498190779011	CEACAM5	19	42213020
cg21505886	0.337115591101701	TMEM129;TACC3	4	1724428
cg21508214	0.00973823374363143	SMC4;IFT80	3	160118610
cg21509023	0.225268415038923	NA	NA	0
cg21509097	0.075171436562451	PLA2G15	16	68279613
cg21509846	0.604697370528016	BEX1	X	102319368
cg21510697	0.0195778150474868	USP31	16	23161157
cg21511069	0.0147469408655783	UBAP2	9	34049294
cg21512370	NA	LPAR6;RB1	13	48990327
cg21513385	0.0734132318396769	SMAGP	12	51663484
cg21513553	0.592947539448384	NA	NA	0
cg21514871	0.0968806822170796	MEFV	16	3307814
cg21515243	0.0674804108736368	RIOK3	18	21033072
cg21515329	NA	RIBC1;SMC1A	X	53450923
cg21515744	NA	GUK1	1	228327456
cg21516287	NA	ACTR3C;LRRC61	7	150020855
cg21516384	0.185350336862464	RNF213	17	78233839
cg21516478	0.059913974063111	GPX3	5	150400328
cg21516819	0.0437072668579869	TSPAN7	X	38421078
cg21517055	0.654927758831318	C19orf57;CC2D1A	19	14016717
cg21518208	0.265826684463166	KRT85	12	52761416
cg21518938	0.0105168333334576	RBBP8	18	20513051
cg21518947	0.700265995917964	CABP4	11	67222648
cg21519900	NA	C20orf186	20	31670612
cg21521452	0.00933315203189741	NA	NA	0
cg21522303	0.0325600764447832	ST6GALNAC2	17	74581331
cg21522797	NA		16	81806083
cg21522988	0.869977513584727	FAR2	12	29376872
cg21523528	0.00864847010583106	CBFA2T2	20	32077966
cg21526212	0.0085852228026865	PTCH1	9	98271631
cg21529533	0.490596360687827	HLA-G	6	29796015
cg21529807	0.104614784385501	CEACAM4	19	42134478
cg21530453	0.28789805529685	LOC283856;GNAO1	16	56226346
cg21530890	0.592220705616431	SOX8	16	1032260
cg21533271	0.0499736373221969	NA	NA	0
cg21533958	0.943728657411054	GPR124	8	37653377
cg21537939	NA	SEPT10;ANKRD57	2	110373161
cg21538194	0.076117701097386	DZIP1L	3	137834582
cg21539243	0.0177570475268499	PHTF1	1	114301432
cg21540749	0.0141085781734301	MOCS2	5	52405349
cg21541083	0.883579916176206	STXBP2	19	7701212
cg21542094	0.0209871437245518	PFKFB3	10	6243955
cg21542793	0.685334144519615	ADRA2B	2	96781891
cg21544377	0.0137087953615568	MIRLET7I;C12orf61	12	62997103
cg21545849	0.0136862616185663	CHD6	20	40247209
cg21546057	0.0135642365070622	FIBP	11	65656326
cg21546671	0.166330802432309	HOXB4	17	46655387
cg21547708	0.618324200432095	SSTR2	17	71161160
cg21547976	0.0150800485451238	STK11	19	1206451
cg21548414	0.0197132589577528	CLIC5	6	45983585
cg21548788	0.0108314177751915	CCNI	4	77997565
cg21549639	0.0164336100210956	TOMM40	19	45394156
cg21549904	0.0122095093260854	GALNT7	4	174090558
cg21550442	0.528798498923552	C19orf46	19	36499839
cg21550483	0.32475231795025	CLEC10A	17	6984106
cg21552947	0.0169087893496871	MED16	19	893353
cg21553524	0.222204761517722	TMEM178	2	39893185
cg21553596	NA	FAM3B	21	42688635
cg21554249	0.0354969515224685	SUOX	12	56390073
cg21554552	0.0692276898454132	RASSF1	3	50378425
cg21557231	0.86375055340708	MCF2	X	138725077
cg21559783	0.0438204012030264	C9orf163;SEC16A	9	139378129
cg21561142	0.0337547297546785	DEK	6	18265208
cg21561173	0.299094652943623	NA	NA	0
cg21565972	0.949612260927921	CCDC57	17	80109576
cg21566550	0.00785169146986301	BMPR2	2	203240691
cg21567017	0.857173077416933	CXorf58;APOO	X	23927284
cg21567332	NA	HCCA2	11	1501640
cg21570220	0.108419450376171	SLC11A2	12	51419900
cg21570468	0.0109319655075087	RBL1	20	35724588
cg21570818	NA	FUT5	19	5870366
cg21571665	0.0194373297262387	ZNF410	14	74353524
cg21571937	0.0424264883115981	FZD2	17	42634416
cg21572316	0.0233676066130826	ABCA1	9	107690018
cg21572897	0.621416494902279	CD80	3	119277821
cg21572997	0.016268415630614	LRP5	11	68080756
cg21573601	0.0133259384061251	PTEN;KILLIN	10	89622589
cg21574400	0.0197645220492514	LIPG	18	47088309
cg21574752	0.158773265435136	TSGA13;COPG2	7	130354027
cg21575929	0.962998723399508	ADRA1B	5	159344281
cg21576698	0.0416057472803621	LRRC41;UQCRH	1	46767971
cg21577049	0.601715505025747	WDR69	2	228736449
